K,T,S,sigma,n,m,Error
79,1.0,82.16,0.36,4,5,0.01603287171494557
79,1.0,82.16,0.4,8,64,0.09886847662071091
79,1.0,87.12,0.14,4,64,0.013381740339028406
79,1.0,87.12,0.19,5,27,0.0005159835464412698
79,1.0,87.12,0.23,5,34,0.00014117450650392752
79,1.0,87.12,0.27,6,64,0.024189370821702375
79,1.0,87.12,0.31,6,64,0.021455249019954496
79,1.0,87.12,0.36,4,11,0.0014745600573058324
79,1.0,87.12,0.4,4,5,0.1015421392344994
79,1.0,88.47999999999999,0.14,4,64,0.008593474596648843
79,1.0,88.47999999999999,0.19,5,44,0.00010521679808397777
79,1.0,88.47999999999999,0.23,5,36,0.00013829398615012724
79,1.0,88.47999999999999,0.27,6,64,0.02815271289020372
79,1.0,88.47999999999999,0.31,6,64,0.022965937261663075
79,1.0,88.47999999999999,0.36,4,18,0.0004582975078812353
79,1.0,88.47999999999999,0.4,4,5,0.08300373744205494
79,1.0,94.8,0.14,4,64,0.0006587165805041728
79,1.0,94.8,0.19,5,64,0.013788797460006299
79,1.0,94.8,0.23,5,64,0.002319403374843004
79,1.0,94.8,0.27,5,64,0.01853683420495323
79,1.0,94.8,0.31,6,64,0.03296757490888019
79,1.0,94.8,0.36,4,64,0.034975067514814245
79,1.0,94.8,0.4,4,5,0.014944675740166686
79,1.0,95.04,0.14,4,64,0.0007946800517222101
79,1.0,95.04,0.19,5,64,0.014280588548098676
79,1.0,95.04,0.23,5,64,0.0026434772578598723
79,1.0,95.04,0.27,5,64,0.018178315281380704
79,1.0,95.04,0.31,6,64,0.03343573339765892
79,1.0,95.04,0.36,4,64,0.036343533141642174
79,1.0,95.04,0.4,4,5,0.012865250486081892
79,1.0,100.0,0.14,4,64,0.010587543350644903
79,1.0,100.0,0.19,4,64,0.022525473390336666
79,1.0,100.0,0.23,5,64,0.01092329801899104
79,1.0,100.0,0.27,5,64,0.013924244968105015
79,1.0,100.0,0.31,6,64,0.044449457560792036
79,1.0,100.0,0.36,6,64,0.05324671627865996
79,1.0,100.0,0.4,4,9,0.001418628877961275
79,2.0,58.8,0.14,10,44,0.0006800444120749626
79,2.0,58.8,0.19,6,11,0.008576229400636156
79,2.0,58.8,0.23,6,64,0.0482181193253442
79,2.0,58.8,0.27,8,64,0.051111365198134494
79,2.0,58.8,0.31,8,64,0.10223548410081583
79,2.0,58.8,0.36,6,9,0.005006530538057369
79,2.0,59.519999999999996,0.14,10,64,0.004678979913148125
79,2.0,59.519999999999996,0.19,6,11,0.00030822880451120794
79,2.0,59.519999999999996,0.23,6,64,0.053195031520969153
79,2.0,59.519999999999996,0.27,8,64,0.054718876452863684
79,2.0,59.519999999999996,0.31,8,64,0.10485672968522419
79,2.0,59.519999999999996,0.36,6,11,0.002712641674222255
79,2.0,63.2,0.14,6,9,0.00020633910056741224
79,2.0,63.2,0.19,6,15,0.0012635817839224284
79,2.0,63.2,0.23,6,64,0.06914831186485777
79,2.0,63.2,0.27,8,64,0.06900252372739508
79,2.0,63.2,0.31,5,8,0.06877454698631
79,2.0,63.2,0.36,6,44,0.0003367821902701101
79,2.0,64.47999999999999,0.14,6,11,0.0003892660975161174
79,2.0,64.47999999999999,0.19,6,17,0.0009910511918445
79,2.0,64.47999999999999,0.23,6,64,0.07147010538996024
79,2.0,64.47999999999999,0.27,8,64,0.07300227667190969
79,2.0,64.47999999999999,0.31,5,8,0.04050154967186019
79,2.0,64.47999999999999,0.36,6,64,0.016136605034776277
79,2.0,69.44,0.14,6,57,0.00022308929463177622
79,2.0,69.44,0.19,6,32,0.00024323479683222157
79,2.0,69.44,0.23,6,64,0.06915880668114206
79,2.0,69.44,0.27,8,64,0.08668672685738955
79,2.0,69.44,0.31,5,15,0.00025281568264110113
79,2.0,69.44,0.36,6,64,0.08425516091955243
79,2.0,69.52,0.14,6,60,4.260518273582872e-05
79,2.0,69.52,0.19,6,32,9.20479866331405e-05
79,2.0,69.52,0.23,6,64,0.06903561634251305
79,2.0,69.52,0.27,8,64,0.0868958147236153
79,2.0,69.52,0.31,5,15,0.0015029484151951372
79,2.0,69.52,0.36,6,64,0.08515484894068481
79,2.0,74.39999999999999,0.14,5,34,0.00016109735220707667
79,2.0,74.39999999999999,0.19,6,64,0.007625443501491973
79,2.0,74.39999999999999,0.23,4,14,0.0012403872912705642
79,2.0,74.39999999999999,0.27,8,64,0.09950018554642287
79,2.0,74.39999999999999,0.31,5,64,0.03249410226865499
79,2.0,74.39999999999999,0.36,6,64,0.13049056885725768
79,2.0,75.84,0.14,5,44,4.411804555899496e-06
79,2.0,75.84,0.19,6,64,0.01245565834887121
79,2.0,75.84,0.23,4,27,0.0004818734986887006
79,2.0,75.84,0.27,8,64,0.10322361364758473
79,2.0,75.84,0.31,5,64,0.048253176610095906
79,2.0,75.84,0.36,6,64,0.14073121076963377
79,2.0,79.2,0.14,5,64,0.004421755690838518
79,2.0,79.2,0.19,6,64,0.02247469140384615
79,2.0,79.2,0.23,4,64,0.03167228123158914
79,2.0,79.2,0.27,8,64,0.11201097289990374
79,2.0,79.2,0.31,5,64,0.0784112789369199
79,2.0,79.2,0.36,5,8,0.14443385136811893
79,2.0,82.16,0.14,5,64,0.010131549083727176
79,2.0,82.16,0.19,6,64,0.03012110195312701
79,2.0,82.16,0.23,6,64,0.049712253683282026
79,2.0,82.16,0.27,4,9,0.09061265578519112
79,2.0,82.16,0.31,5,64,0.09844287266873435
79,2.0,82.16,0.36,5,8,0.10142068676282759
79,2.0,87.12,0.14,5,64,0.01605058613697119
79,2.0,87.12,0.19,6,64,0.04105179962397832
79,2.0,87.12,0.23,6,64,0.0466415754872552
79,2.0,87.12,0.27,4,9,0.02572860372295582
79,2.0,87.12,0.31,5,64,0.12095964325296599
79,2.0,87.12,0.36,5,8,0.043096117865910784
79,2.0,88.47999999999999,0.14,5,64,0.017116404311728364
79,2.0,88.47999999999999,0.19,6,64,0.04373036403677321
79,2.0,88.47999999999999,0.23,6,64,0.04634628105094004
79,2.0,88.47999999999999,0.27,4,9,0.011505745007990826
79,2.0,88.47999999999999,0.31,5,64,0.12509007699216806
79,2.0,88.47999999999999,0.36,5,8,0.029641693509135713
79,2.0,94.8,0.14,5,64,0.020556185043144555
79,2.0,94.8,0.19,5,64,0.032401501673687584
79,2.0,94.8,0.23,6,64,0.04803602073924388
79,2.0,94.8,0.27,4,64,0.008505532251906093
79,2.0,94.8,0.31,4,11,0.11142224901325144
79,2.0,94.8,0.36,5,18,0.00021148867444467932
79,2.0,95.04,0.14,5,64,0.020665922994442382
79,2.0,95.04,0.19,5,64,0.03194707482617816
79,2.0,95.04,0.23,6,64,0.048199425557775726
79,2.0,95.04,0.27,4,64,0.010167585841805342
79,2.0,95.04,0.31,4,11,0.10877999712917022
79,2.0,95.04,0.36,5,20,0.0003142102798469101
79,2.0,100.0,0.14,5,64,0.022923644364839676
79,2.0,100.0,0.19,5,64,0.02505825935980895
79,2.0,100.0,0.23,6,64,0.053220453678850865
79,2.0,100.0,0.27,4,64,0.038297191806029245
79,2.0,100.0,0.31,4,11,0.06077398546724566
79,2.0,100.0,0.36,5,64,0.02314459641108505
79,3.0,58.8,0.14,8,36,4.539681702253933e-05
79,3.0,58.8,0.19,6,64,0.026601085416166525
79,3.0,58.8,0.23,5,64,0.03606961854005917
79,3.0,58.8,0.27,8,64,0.13398442371082575
79,3.0,58.8,0.31,10,64,0.18607317797845904
79,3.0,58.8,0.36,8,64,0.05875341537300738
79,3.0,59.519999999999996,0.14,8,52,0.00019088924033605989
79,3.0,59.519999999999996,0.19,6,64,0.03515746324612046
79,3.0,59.519999999999996,0.23,5,64,0.051137962473525145
79,3.0,59.519999999999996,0.27,8,64,0.13807000328486632
79,3.0,59.519999999999996,0.31,10,64,0.18922380407022096
79,3.0,59.519999999999996,0.36,8,64,0.07074299436513301
79,3.0,63.2,0.14,6,14,6.170874277892681e-05
79,3.0,63.2,0.19,6,64,0.0657208950769947
79,3.0,63.2,0.23,8,64,0.08519401560200453
79,3.0,63.2,0.27,8,64,0.15178127114986212
79,3.0,63.2,0.31,6,11,0.1079829810812024
79,3.0,63.2,0.36,8,64,0.12382176766368877
79,3.0,64.47999999999999,0.14,6,17,0.0011697147511435036
79,3.0,64.47999999999999,0.19,6,64,0.07196911963441437
79,3.0,64.47999999999999,0.23,8,64,0.08904417007284118
79,3.0,64.47999999999999,0.27,8,64,0.15419133188443687
79,3.0,64.47999999999999,0.31,6,11,0.08170136870544588
79,3.0,64.47999999999999,0.36,8,64,0.13946790595868927
79,3.0,69.44,0.14,6,64,0.003458550831634417
79,3.0,69.44,0.19,4,14,0.0805784096642011
79,3.0,69.44,0.23,8,64,0.10049188628459627
79,3.0,69.44,0.27,5,12,0.1164406451382706
79,3.0,69.44,0.31,6,11,0.0016128008171201577
79,3.0,69.44,0.36,8,64,0.18906477870671512
79,3.0,69.52,0.14,6,64,0.004070481266684245
79,3.0,69.52,0.19,4,14,0.07869283031261486
79,3.0,69.52,0.23,8,64,0.10065040886073401
79,3.0,69.52,0.27,5,12,0.11487778451103364
79,3.0,69.52,0.31,6,12,0.0023311288348266
79,3.0,69.52,0.36,8,64,0.18973899281247666
79,3.0,74.39999999999999,0.14,6,64,0.03249380151917328
79,3.0,74.39999999999999,0.19,4,20,0.0006042692015797361
79,3.0,74.39999999999999,0.23,8,64,0.10979879331529709
79,3.0,74.39999999999999,0.27,5,12,0.03379309003008626
79,3.0,74.39999999999999,0.31,6,64,0.019985316556933707
79,3.0,74.39999999999999,0.36,8,64,0.2246681582922929
79,3.0,75.84,0.14,6,64,0.03828269333127903
79,3.0,75.84,0.19,4,55,0.00020641938846889033
79,3.0,75.84,0.23,8,64,0.11244849422297161
79,3.0,75.84,0.27,5,12,0.014506269204657841
79,3.0,75.84,0.31,6,64,0.03605494560175022
79,3.0,75.84,0.36,8,64,0.23290597237866162
79,3.0,79.2,0.14,6,64,0.04851967570902787
79,3.0,79.2,0.19,4,64,0.040079021686908065
79,3.0,79.2,0.23,8,64,0.11880393843067996
79,3.0,79.2,0.27,5,27,0.00019276112386321215
79,3.0,79.2,0.31,6,64,0.0683679394251137
79,3.0,79.2,0.36,6,11,0.1992689258982644
79,3.0,82.16,0.14,5,64,0.05228674477149193
79,3.0,82.16,0.19,6,64,0.06691716117355408
79,3.0,82.16,0.23,4,14,0.1176705954603621
79,3.0,82.16,0.27,5,64,0.018873055052596375
79,3.0,82.16,0.31,6,64,0.0916312590537612
79,3.0,82.16,0.36,6,11,0.15644334340785648
79,3.0,87.12,0.14,5,64,0.04121438166819369
79,3.0,87.12,0.19,6,64,0.06179256097553097
79,3.0,87.12,0.23,4,14,0.05242290817110519
79,3.0,87.12,0.27,5,64,0.05735556109569752
79,3.0,87.12,0.31,5,12,0.10896162165643801
79,3.0,87.12,0.36,6,11,0.09537434536211697
79,3.0,88.47999999999999,0.14,5,64,0.03840721838107972
79,3.0,88.47999999999999,0.19,6,64,0.06075656290103773
79,3.0,88.47999999999999,0.23,4,14,0.03781057888396934
79,3.0,88.47999999999999,0.27,5,64,0.06572054983922003
79,3.0,88.47999999999999,0.31,5,12,0.09373511409835528
79,3.0,88.47999999999999,0.36,6,11,0.08063415114678037
79,3.0,94.8,0.14,5,64,0.027783089959720113
79,3.0,94.8,0.19,6,64,0.05848641323014451
79,3.0,94.8,0.23,4,39,0.00030564432675005734
79,3.0,94.8,0.27,5,64,0.09458114649619806
79,3.0,94.8,0.31,5,12,0.03419335058912205
79,3.0,94.8,0.36,6,11,0.021434006061459954
79,3.0,95.04,0.14,5,64,0.027475948074653117
79,3.0,95.04,0.19,6,64,0.05848967970531369
79,3.0,95.04,0.23,4,46,6.36131182724951e-05
79,3.0,95.04,0.27,5,64,0.0953903048391982
79,3.0,95.04,0.31,5,12,0.032253137016122466
79,3.0,95.04,0.36,6,11,0.019453772332208658
79,3.0,100.0,0.14,5,64,0.023066269136692234
79,3.0,100.0,0.19,6,64,0.06016120147371818
79,3.0,100.0,0.23,4,64,0.027809569711644944
79,3.0,100.0,0.27,4,15,0.10101759881942064
79,3.0,100.0,0.31,5,14,0.00019972433588895684
79,3.0,100.0,0.36,6,64,0.0026502601498567184
79,5.0,58.8,0.14,6,52,0.0006402509020107086
79,5.0,58.8,0.19,5,20,0.09873872658744125
79,5.0,58.8,0.23,6,17,0.05009017387575668
79,5.0,58.8,0.27,8,64,0.17619266628162925
79,5.0,58.8,0.31,8,14,0.22473601588083256
79,5.0,58.8,0.36,12,64,0.11308950789735635
79,5.0,59.519999999999996,0.14,6,64,0.0075206389579898815
79,5.0,59.519999999999996,0.19,5,20,0.08031184254205354
79,5.0,59.519999999999996,0.23,6,17,0.03517407496540376
79,5.0,59.519999999999996,0.27,8,64,0.18467608457839163
79,5.0,59.519999999999996,0.31,8,14,0.20818817844896814
79,5.0,59.519999999999996,0.36,12,64,0.1239910425128818
79,5.0,63.2,0.14,6,64,0.05087894841648101
79,5.0,63.2,0.19,5,20,0.0014484149493573582
79,5.0,63.2,0.23,6,44,0.0004523926898524448
79,5.0,63.2,0.27,8,64,0.2216079233711242
79,5.0,63.2,0.31,8,14,0.13249459095178104
79,5.0,63.2,0.36,10,11,0.12610694256252514
79,5.0,64.47999999999999,0.14,6,64,0.060524112380962905
79,5.0,64.47999999999999,0.19,5,36,0.0001160984618985169
79,5.0,64.47999999999999,0.23,6,64,0.014022813438840704
79,5.0,64.47999999999999,0.27,8,64,0.23223622946985728
79,5.0,64.47999999999999,0.31,8,14,0.10923872437530094
79,5.0,64.47999999999999,0.36,10,11,0.10415241218592541
79,5.0,69.44,0.14,4,64,0.006919792234636504
79,5.0,69.44,0.19,5,64,0.06067608148980528
79,5.0,69.44,0.23,6,64,0.07774954804226057
79,5.0,69.44,0.27,6,17,0.22295735536655303
79,5.0,69.44,0.31,8,14,0.03128174654882218
79,5.0,69.44,0.36,10,11,0.028804886028981944
79,5.0,69.52,0.14,4,64,0.00827494096988761
79,5.0,69.52,0.19,5,64,0.06161001425609273
79,5.0,69.52,0.23,6,64,0.0786049244820655
79,5.0,69.52,0.27,6,17,0.22145974902108964
79,5.0,69.52,0.31,8,14,0.030163698427028925
79,5.0,69.52,0.36,10,11,0.02770180630804998
79,5.0,74.39999999999999,0.14,4,64,0.07366376569709772
79,5.0,74.39999999999999,0.19,5,64,0.10786355071352656
79,5.0,74.39999999999999,0.23,6,64,0.12240040854045038
79,5.0,74.39999999999999,0.27,6,17,0.14018957089086856
79,5.0,74.39999999999999,0.31,8,64,0.014697734207935336
79,5.0,74.39999999999999,0.36,10,64,0.03169895687611119
79,5.0,75.84,0.14,6,64,0.08041159936182413
79,5.0,75.84,0.19,5,64,0.11800223370980852
79,5.0,75.84,0.23,5,20,0.13011479419639377
79,5.0,75.84,0.27,6,17,0.11955556384573139
79,5.0,75.84,0.31,8,64,0.03127877519782595
79,5.0,75.84,0.36,10,52,0.04858619068657621
79,5.0,79.2,0.14,6,64,0.07713343481012006
79,5.0,79.2,0.19,5,64,0.1365681977278079
79,5.0,79.2,0.23,5,20,0.08474011137498769
79,5.0,79.2,0.27,6,17,0.07634671166437584
79,5.0,79.2,0.31,8,64,0.06643161191700286
79,5.0,79.2,0.36,10,22,0.08486288720722064
79,5.0,82.16,0.14,6,64,0.0734565712879104
79,5.0,82.16,0.19,4,24,0.12351136383456564
79,5.0,82.16,0.23,5,20,0.050859625099887305
79,5.0,82.16,0.27,6,17,0.043272136142624804
79,5.0,82.16,0.31,8,64,0.09379765153575326
79,5.0,82.16,0.36,10,14,0.11350265103071101
79,5.0,87.12,0.14,6,64,0.06714599285386878
79,5.0,87.12,0.19,4,24,0.06542213327423622
79,5.0,87.12,0.23,5,20,0.0045334804360627826
79,5.0,87.12,0.27,6,20,0.000650066958546199
79,5.0,87.12,0.31,8,64,0.13333797308496823
79,5.0,87.12,0.36,8,64,0.10070844153156686
79,5.0,88.47999999999999,0.14,6,64,0.06557232526612132
79,5.0,88.47999999999999,0.19,4,24,0.052101491395963394
79,5.0,88.47999999999999,0.23,5,30,0.00034293892162679435
79,5.0,88.47999999999999,0.27,6,64,0.001457594977785192
79,5.0,88.47999999999999,0.31,8,64,0.14298206527913285
79,5.0,88.47999999999999,0.36,8,64,0.08682370742517355
79,5.0,94.8,0.14,6,64,0.06015813932768338
79,5.0,94.8,0.19,4,24,0.0019820416436523605
79,5.0,94.8,0.23,5,64,0.035363137196262176
79,5.0,94.8,0.27,6,64,0.047762661566591945
79,5.0,94.8,0.31,6,17,0.12493085313110124
79,5.0,94.8,0.36,8,64,0.02831129711774004
79,5.0,95.04,0.14,6,64,0.06002998172630506
79,5.0,95.04,0.19,4,24,0.0004133059396311635
79,5.0,95.04,0.23,5,64,0.03671884923098801
79,5.0,95.04,0.27,6,64,0.049297546292331754
79,5.0,95.04,0.31,6,17,0.12274818974298471
79,5.0,95.04,0.36,8,64,0.026264070797079955
79,5.0,100.0,0.14,6,64,0.05895388926280702
79,5.0,100.0,0.19,4,64,0.018396940202938725
79,5.0,100.0,0.23,5,64,0.0610947933268972
79,5.0,100.0,0.27,6,64,0.07790099118791499
79,5.0,100.0,0.31,6,17,0.08088065057122011
79,5.0,100.0,0.36,8,14,0.009511420526627404
99,0.1,69.44,0.1,128,4,1.6264011023242506e+28
99,0.1,69.44,0.14,128,4,266879251695986.94
99,0.1,69.44,0.19,128,4,19249222.454593692
99,0.1,69.44,0.23,4,8,2538.4103815712647
99,0.1,69.44,0.27,128,4,153.1461287811739
99,0.1,69.44,0.31,5,5,0.15978608535116653
99,0.1,69.44,0.36,5,27,0.01963669812541247
99,0.1,69.44,0.4,14,32,0.003197817113428654
99,0.1,69.52,0.1,128,4,1.0683335930187589e+28
99,0.1,69.52,0.14,128,4,213037393531643.72
99,0.1,69.52,0.19,128,4,16823904.439946562
99,0.1,69.52,0.23,4,9,3688.541546862596
99,0.1,69.52,0.27,128,4,140.68816641164582
99,0.1,69.52,0.31,5,5,1.6219260812021927
99,0.1,69.52,0.36,5,22,0.007669601451984755
99,0.1,69.52,0.4,12,11,0.004586653473747006
99,0.1,74.39999999999999,0.1,128,4,1.671484019875919e+18
99,0.1,74.39999999999999,0.14,128,4,990707972.0612247
99,0.1,74.39999999999999,0.19,4,6,5106.450209432806
99,0.1,74.39999999999999,0.23,128,4,42.73550946262162
99,0.1,74.39999999999999,0.27,128,4,1.765255488889715
99,0.1,74.39999999999999,0.31,10,64,0.12716369642561956
99,0.1,74.39999999999999,0.36,16,20,0.000372029565765635
99,0.1,74.39999999999999,0.4,16,46,0.0007134131868209514
99,0.1,75.84,0.1,128,4,6083723668082782.0
99,0.1,75.84,0.14,128,4,43101283.98103677
99,0.1,75.84,0.19,128,4,1161.1149694729224
99,0.1,75.84,0.23,128,4,8.734639739623756
99,0.1,75.84,0.27,5,4,0.8202541920882372
99,0.1,75.84,0.31,5,41,0.000557100839425855
99,0.1,75.84,0.36,16,24,2.5051674432265834e-05
99,0.1,75.84,0.4,14,20,0.00442768999842185
99,0.1,79.2,0.1,128,4,61037239695.30028
99,0.1,79.2,0.14,128,4,57191.593670096496
99,0.1,79.2,0.19,128,4,13.307373212274824
99,0.1,79.2,0.23,128,4,1.0572573280557778
99,0.1,79.2,0.27,19,49,0.0013451510258576077
99,0.1,79.2,0.31,19,46,0.00012010767847897295
99,0.1,79.2,0.36,14,22,0.0007241746468901398
99,0.1,79.2,0.4,6,4,0.00018705079801262724
99,0.1,82.16,0.1,128,4,12094240.431575388
99,0.1,82.16,0.14,128,4,308.75594134481287
99,0.1,82.16,0.19,128,4,1.1181699581693054
99,0.1,82.16,0.23,14,12,0.0015525242065817274
99,0.1,82.16,0.27,14,14,0.002430426409179665
99,0.1,82.16,0.31,16,49,0.0002841527818009845
99,0.1,82.16,0.36,12,20,0.0027639152553541827
99,0.1,82.16,0.4,12,41,0.0006655133965047784
99,0.1,87.12,0.1,128,4,102.69645230195384
99,0.1,87.12,0.14,8,14,0.00909644358568289
99,0.1,87.12,0.19,14,24,0.0004801474700357981
99,0.1,87.12,0.23,16,64,0.0007266673755520046
99,0.1,87.12,0.27,12,46,0.001143451202995032
99,0.1,87.12,0.31,10,64,0.004408217743391573
99,0.1,87.12,0.36,10,64,0.008508939115950421
99,0.1,87.12,0.4,10,64,0.017454860999647336
99,0.1,88.47999999999999,0.1,128,4,6.699072573972466
99,0.1,88.47999999999999,0.14,16,34,0.0034894559038084424
99,0.1,88.47999999999999,0.19,16,57,0.0007879895495791377
99,0.1,88.47999999999999,0.23,8,32,0.00022363146739068303
99,0.1,88.47999999999999,0.27,6,64,0.01794402919114632
99,0.1,88.47999999999999,0.31,5,4,0.018898630582411636
99,0.1,88.47999999999999,0.36,5,4,0.00036271351208900485
99,0.1,88.47999999999999,0.4,5,4,0.010848501940803645
99,0.1,94.8,0.1,6,8,0.00013076984592875216
99,0.1,94.8,0.14,5,20,0.00216009320329589
99,0.1,94.8,0.19,5,22,0.0008777991739138685
99,0.1,94.8,0.23,5,14,0.002287941664689987
99,0.1,94.8,0.27,4,44,0.0004995854281284372
99,0.1,94.8,0.31,5,7,0.007881145273475047
99,0.1,94.8,0.36,5,5,0.00019121969577814608
99,0.1,94.8,0.4,5,4,0.013315907006493977
99,0.1,95.04,0.1,10,30,0.0002970889476835951
99,0.1,95.04,0.14,5,36,0.00011903835678987767
99,0.1,95.04,0.19,5,34,0.0005716270377054034
99,0.1,95.04,0.23,4,11,0.0008308503468915715
99,0.1,95.04,0.27,4,27,0.0002115269647987001
99,0.1,95.04,0.31,5,7,0.0032020886614239487
99,0.1,95.04,0.36,5,5,0.002947149728848329
99,0.1,95.04,0.4,5,4,0.014734406482548342
99,0.1,100.0,0.1,6,46,2.273546438026999e-05
99,0.1,100.0,0.14,6,64,0.00400235461072585
99,0.1,100.0,0.19,6,64,0.02430614253899046
99,0.1,100.0,0.23,4,4,0.028007079440893177
99,0.1,100.0,0.27,4,4,0.003985819779813467
99,0.1,100.0,0.31,4,6,0.002402159127936236
99,0.1,100.0,0.36,4,24,0.0004594995751734397
99,0.1,100.0,0.4,5,7,0.0008252337895501214
99,0.1,102.96000000000001,0.1,6,41,6.630720957553339e-05
99,0.1,102.96000000000001,0.14,6,41,0.00010196329752767024
99,0.1,102.96000000000001,0.19,6,64,0.0022435229805581086
99,0.1,102.96000000000001,0.23,6,64,0.013795737536728133
99,0.1,102.96000000000001,0.27,4,4,0.01845401806954208
99,0.1,102.96000000000001,0.31,4,4,0.0015303690355945847
99,0.1,102.96000000000001,0.36,4,8,0.0016933164822566778
99,0.1,102.96000000000001,0.4,5,14,0.0005069383826232667
99,0.1,110.0,0.1,90,52,2.9868031009460847e-06
99,0.1,110.0,0.14,5,4,0.01610770255253591
99,0.1,110.0,0.19,4,64,0.004999620752479921
99,0.1,110.0,0.23,4,5,0.0004881487553049376
99,0.1,110.0,0.27,4,4,0.005285641947769943
99,0.1,110.0,0.31,4,4,0.008788226140733444
99,0.1,110.0,0.36,4,4,0.003172936186223537
99,0.1,110.0,0.4,4,6,0.002066363760974531
99,0.1,110.88,0.1,34,5,0.00016264490243281257
99,0.1,110.88,0.14,5,4,0.0186370011135318
99,0.1,110.88,0.19,5,64,0.005447938847982712
99,0.1,110.88,0.23,4,7,7.5077006147000965e-06
99,0.1,110.88,0.27,4,4,0.0029614775894439295
99,0.1,110.88,0.31,4,4,0.007775662098683876
99,0.1,110.88,0.36,4,4,0.004317520312329218
99,0.1,110.88,0.4,4,5,3.106506231962833e-05
99,0.1,118.8,0.1,5,8,5.110172287345676e-05
99,0.1,118.8,0.14,96,5,0.007556901987803529
99,0.1,118.8,0.19,74,22,3.2667690186427315e-05
99,0.1,118.8,0.23,5,4,0.011022197135994479
99,0.1,118.8,0.27,4,64,0.006041361180749886
99,0.1,118.8,0.31,4,7,7.38674355315879e-05
99,0.1,118.8,0.36,4,4,0.0033047938750041137
99,0.1,118.8,0.4,4,4,0.005104011274837764
99,0.1,120.0,0.1,6,5,0.0028175246156863596
99,0.1,120.0,0.14,10,4,0.020905904796950137
99,0.1,120.0,0.19,19,20,4.542036078652911e-06
99,0.1,120.0,0.23,5,4,0.012069002421898444
99,0.1,120.0,0.27,4,64,0.008339189403678412
99,0.1,120.0,0.31,4,14,4.367149019609602e-05
99,0.1,120.0,0.36,4,4,0.002167821633037795
99,0.1,120.0,0.4,4,4,0.00505362583479384
99,0.1,125.60000000000001,0.1,79,7,0.024039092827964223
99,0.1,125.60000000000001,0.14,5,4,5.442492171449424e-05
99,0.1,125.60000000000001,0.19,12,4,0.005404447864217008
99,0.1,125.60000000000001,0.23,12,12,2.621544616676223e-05
99,0.1,125.60000000000001,0.27,5,4,0.011471727146713124
99,0.1,125.60000000000001,0.31,4,64,0.007918158734801251
99,0.1,125.60000000000001,0.36,4,9,7.6062179983210555e-06
99,0.1,125.60000000000001,0.4,4,4,0.002087861795239466
99,0.1,69.44,0.1,128,4,1.6264011023242506e+28
99,0.1,69.44,0.14,128,4,266879251695986.94
99,0.1,69.44,0.19,128,4,19249222.454593692
99,0.1,69.44,0.23,4,8,2538.4103815712647
99,0.1,69.44,0.27,128,4,153.1461287811739
99,0.1,69.44,0.31,5,5,0.15978608535116653
99,0.1,69.44,0.36,5,27,0.01963669812541247
99,0.1,69.44,0.4,14,32,0.003197817113428654
99,0.1,69.52,0.1,128,4,1.0683335930187589e+28
99,0.1,69.52,0.14,128,4,213037393531643.72
99,0.1,69.52,0.19,128,4,16823904.439946562
99,0.1,69.52,0.23,4,9,3688.541546862596
99,0.1,69.52,0.27,128,4,140.68816641164582
99,0.1,69.52,0.31,5,5,1.6219260812021927
